timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
200,9,114.22222222222223,64.0,32.0,64.0,224.0,224.0,224,32,No
205,18,96.5,64.0,47.0,64.0,64.0,224.0,224,43,No
210,18,107.44444444444444,64.0,32.0,64.0,181.75,224.0,224,32,No
215,20,100.55,64.0,47.0,64.0,104.0,224.0,224,43,No
220,24,86.66666666666667,64.0,41.9,60.0,64.0,224.0,224,32,No
225,20,88.35,60.5,44.0,50.0,64.0,223.0,224,43,Yes
230,14,120.0,64.0,50.0,64.0,224.0,224.0,224,32,No
235,18,95.72222222222223,64.0,47.0,64.0,64.0,224.0,224,43,No
240,23,120.17391304347827,64.0,56.800000000000004,64.0,216.5,224.0,224,32,No
245,17,120.47058823529412,64.0,44.0,47.0,210.0,223.0,224,43,Yes
250,18,115.33333333333333,64.0,33.0,64.0,220.5,233.3,255,22,No
255,29,96.44827586206897,64.0,40.800000000000004,50.0,100.0,223.2,224,32,Yes
260,114,70.10526315789474,64.0,64.0,64.0,64.0,64.0,224,39,No
265,35,78.0,64.0,49.800000000000004,54.0,64.0,166.00000000000017,224,32,Yes
270,13,130.0,64.0,44.6,57.0,223.0,224.0,224,44,Yes
275,17,88.0,64.0,41.8,50.0,64.0,224.0,224,32,No
280,16,110.9375,64.0,48.0,64.0,224.0,224.0,224,47,No
285,24,87.125,64.0,44.2,60.75,64.0,224.0,224,32,No
290,10,126.3,64.0,62.3,64.0,224.0,224.0,224,47,No
295,19,91.73684210526316,64.0,43.0,48.5,82.0,224.0,224,32,Yes
300,32,97.53125,64.0,44.3,64.0,128.0,224.0,224,22,No
305,23,92.47826086956522,64.0,44.0,52.0,82.0,220.4,224,32,Yes
310,21,108.47619047619048,64.0,33.0,48.0,223.0,224.0,255,32,No
315,14,107.21428571428571,64.0,54.2,64.0,184.0,224.0,224,43,No
320,28,101.21428571428571,64.0,48.0,60.0,131.0,224.0,224,47,No
325,25,85.04,64.0,48.0,64.0,64.0,224.0,224,32,No
330,10,105.6,64.0,47.0,64.0,172.75,210.5,224,47,No
335,23,93.26086956521739,64.0,44.0,57.0,82.0,210.0,223,32,Yes
340,20,76.9,56.5,43.7,46.5,64.0,210.0,223,39,Yes
345,18,87.66666666666667,64.0,46.8,58.0,64.0,224.0,224,32,No
350,18,112.0,64.0,46.1,56.25,222.25,223.3,224,44,Yes
355,39,109.66666666666667,64.0,44.0,57.0,208.0,208.0,224,32,Yes
360,18,107.05555555555556,64.0,47.7,64.0,188.75,224.0,224,47,No
365,18,96.22222222222223,64.0,42.8,64.0,91.0,224.0,224,32,No
370,25,107.16,64.0,33.0,49.0,224.0,224.0,255,32,No
375,25,82.36,64.0,44.4,56.0,64.0,210.0,224,39,Yes
380,15,100.93333333333334,64.0,47.0,53.5,155.0,221.8,223,32,Yes
385,13,136.30769230769232,64.0,64.0,64.0,224.0,224.0,224,44,No
390,26,86.65384615384616,64.0,47.0,48.0,64.0,209.5,224,32,Yes
395,15,102.53333333333333,64.0,43.4,64.0,144.0,224.0,224,43,No
400,75,72.58666666666667,64.0,56.4,64.0,64.0,64.0,255,32,Yes
405,64,83.703125,64.0,19.0,41.0,64.0,224.0,255,19,No
410,12,114.5,64.0,48.7,64.0,224.0,224.0,224,47,No
415,25,92.68,64.0,42.2,64.0,64.0,224.0,224,32,No
420,23,107.17391304347827,64.0,51.8,64.0,168.5,224.0,224,47,No
425,16,102.0,64.0,46.0,64.0,131.0,224.0,224,32,No
430,22,93.04545454545455,56.5,44.0,47.0,64.0,224.0,255,33,Yes
435,14,102.14285714285714,60.5,44.0,44.0,182.5,223.0,224,32,Yes
440,27,90.81481481481481,64.0,44.0,64.0,82.0,224.0,224,32,No
445,15,89.53333333333333,64.0,44.0,45.5,64.0,224.0,224,44,No
450,12,96.33333333333333,64.0,44.3,53.75,127.25,209.0,210,32,Yes
455,30,90.76666666666667,64.0,43.7,64.0,64.0,224.0,224,39,No
460,19,73.78947368421052,56.0,44.0,48.0,64.0,124.59999999999991,223,32,Yes
465,17,97.0,64.0,45.8,56.0,64.0,224.0,224,44,No
470,14,104.07142857142857,60.5,44.0,49.25,192.25,223.0,224,32,Yes
475,20,88.05,64.0,44.0,46.25,64.0,223.0,223,44,Yes
480,23,115.78260869565217,64.0,55.0,64.0,209.0,224.0,224,32,No
485,13,96.76923076923077,64.0,47.0,64.0,64.0,224.0,224,44,No
490,17,109.6470588235294,64.0,33.0,51.0,224.0,236.4,255,32,No
495,31,80.51612903225806,64.0,41.0,48.0,64.0,224.0,224,32,No
500,10,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
505,19,103.47368421052632,64.0,46.4,64.0,162.0,224.0,224,32,No
510,18,125.83333333333333,64.0,64.0,64.0,220.25,224.0,224,51,No
515,20,99.9,64.0,42.800000000000004,59.75,131.0,224.0,224,32,No
520,13,124.38461538461539,64.0,64.0,64.0,224.0,224.0,224,49,No
525,23,94.78260869565217,64.0,44.6,64.0,82.0,224.0,224,22,No
530,13,111.15384615384616,64.0,53.6,64.0,224.0,224.0,224,50,No
535,106,66.22641509433963,64.0,56.0,64.0,64.0,64.0,223,32,Yes
540,25,96.04,64.0,64.0,64.0,64.0,218.00000000000003,224,40,No
545,20,109.5,64.0,46.7,64.0,224.0,224.0,224,32,No
550,21,98.38095238095238,64.0,33.0,49.0,100.0,224.0,255,32,Yes
555,16,100.1875,64.0,47.0,62.25,104.0,224.0,224,44,No
560,12,70.75,60.5,44.0,48.5,64.0,96.4,210,32,Yes
565,35,72.0,64.0,50.2,55.0,64.0,64.0,224,44,Yes
570,19,120.89473684210526,64.0,61.4,64.0,216.5,224.0,224,32,No
575,28,87.71428571428571,64.0,46.1,64.0,64.0,224.0,224,22,No
580,17,121.70588235294117,64.0,64.0,64.0,224.0,224.0,224,49,No
585,16,98.625,64.0,45.5,59.75,104.0,224.0,224,32,No
590,15,75.46666666666667,57.0,44.0,44.0,64.0,151.59999999999997,224,44,Yes
595,20,89.1,64.0,44.0,47.75,73.0,211.3,224,32,Yes
600,17,130.41176470588235,64.0,60.4,64.0,224.0,224.0,224,48,No
605,16,101.9375,64.0,45.5,64.0,131.0,224.0,224,32,No
610,27,100.22222222222223,57.0,33.0,45.5,155.0,224.0,255,32,Yes
615,29,86.79310344827586,64.0,44.8,57.0,64.0,224.0,224,39,No
620,13,99.92307692307692,64.0,50.400000000000006,64.0,100.0,224.0,224,32,No
625,19,97.47368421052632,64.0,43.8,44.0,137.0,223.0,224,43,Yes
630,16,119.75,64.0,43.5,64.0,212.5,224.0,224,32,No
635,17,94.05882352941177,64.0,44.0,51.0,64.0,223.0,223,44,Yes
640,17,98.82352941176471,64.0,45.8,64.0,100.0,224.0,224,32,No
645,14,119.71428571428571,64.0,64.0,64.0,224.0,224.0,224,44,No
650,18,92.0,60.5,44.0,47.75,91.0,213.9,224,32,Yes
655,23,86.6086956521739,64.0,44.0,57.5,64.0,224.0,224,39,No
660,27,100.22222222222223,64.0,47.6,59.5,128.0,224.0,224,32,No
665,14,119.71428571428571,64.0,64.0,64.0,224.0,224.0,224,44,No
670,23,105.30434782608695,64.0,35.800000000000004,56.5,162.0,224.0,255,32,No
675,17,118.52941176470588,64.0,58.8,64.0,224.0,224.0,224,44,No
680,15,102.33333333333333,64.0,45.2,51.5,155.0,218.4,224,32,Yes
685,10,126.0,64.0,62.0,64.0,224.0,224.0,224,44,No
690,28,93.75,64.0,43.8,64.0,73.0,224.0,224,32,No
695,13,110.6923076923077,64.0,53.6,64.0,224.0,224.0,224,44,No
700,22,91.4090909090909,64.0,33.5,52.75,100.0,224.0,224,32,No
705,123,64.04878048780488,64.0,44.0,64.0,64.0,64.0,224,18,Yes
710,19,90.21052631578948,57.0,44.0,53.0,82.0,212.6,224,32,Yes
715,14,92.21428571428571,64.0,44.9,52.5,64.0,223.7,224,44,Yes
720,25,113.48,64.0,47.4,64.0,209.0,224.0,224,32,No
725,16,111.6875,64.0,55.5,64.0,224.0,224.0,224,44,No
730,35,81.82857142857142,64.0,39.8,50.0,64.0,217.8,255,32,Yes
735,13,84.23076923076923,64.0,44.6,64.0,64.0,192.0000000000001,224,44,No
740,15,116.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,32,No
745,11,104.27272727272727,64.0,47.0,64.0,144.0,224.0,224,44,No
750,20,115.7,64.0,46.7,56.75,212.75,224.0,224,32,Yes
755,16,125.125,64.0,45.5,55.5,210.0,223.0,224,44,Yes
760,20,91.7,60.5,45.5,56.0,100.0,223.0,224,32,Yes
765,17,127.70588235294117,64.0,57.2,64.0,224.0,224.0,224,44,No
770,30,81.7,64.0,44.6,64.0,64.0,224.0,224,32,No
775,22,96.68181818181819,64.0,48.1,64.0,64.0,224.0,224,44,No
780,21,118.71428571428571,64.0,64.0,64.0,209.0,224.0,224,32,No
785,13,96.76923076923077,64.0,47.0,64.0,64.0,224.0,224,44,No
790,23,109.47826086956522,64.0,35.2,57.0,210.0,224.0,255,32,Yes
795,20,71.45,64.0,44.0,47.0,64.0,79.90000000000023,224,22,Yes
800,13,124.3076923076923,64.0,48.0,64.0,224.0,224.0,224,32,No
805,16,100.625,64.0,47.0,64.0,104.0,224.0,224,44,No
810,31,89.2258064516129,64.0,41.0,56.5,64.0,210.0,224,32,Yes
815,22,97.36363636363636,64.0,44.3,52.5,100.0,224.0,224,32,No
820,14,120.07142857142857,64.0,64.0,64.0,224.0,224.0,224,49,No
825,19,103.3157894736842,64.0,44.0,64.0,162.0,224.0,224,32,No
830,13,104.38461538461539,57.0,44.6,56.0,210.0,220.4,224,44,Yes
835,22,78.54545454545455,64.0,44.0,47.25,64.0,199.00000000000023,223,32,Yes
840,17,120.94117647058823,64.0,60.4,64.0,209.0,224.0,224,47,No
845,29,95.58620689655173,64.0,44.0,55.0,128.0,224.0,224,22,No
850,43,85.44186046511628,64.0,39.4,52.0,64.0,224.0,255,32,No
855,19,100.36842105263158,64.0,50.2,55.0,128.0,224.0,224,44,No
860,98,69.3265306122449,64.0,64.0,64.0,64.0,64.0,224,32,Yes
865,35,83.88571428571429,64.0,55.0,59.5,64.0,224.0,224,44,No
870,18,123.83333333333333,64.0,58.900000000000006,64.0,220.25,224.0,224,32,No
875,13,110.38461538461539,64.0,50.400000000000006,64.0,224.0,224.0,224,44,No
880,19,92.78947368421052,64.0,48.6,56.5,82.0,224.0,224,32,Yes
885,16,97.5625,64.0,45.5,56.75,100.5,223.0,224,43,Yes
890,25,76.08,64.0,41.8,47.0,64.0,166.00000000000017,224,32,Yes
895,18,86.94444444444444,64.0,47.7,64.0,64.0,224.0,224,44,No
900,23,107.82608695652173,64.0,44.0,47.5,209.0,223.0,224,32,Yes
905,19,100.6842105263158,64.0,46.4,56.0,137.0,224.0,224,44,Yes
910,26,102.5,60.5,33.0,49.0,182.5,224.0,255,32,Yes
915,17,118.23529411764706,64.0,57.2,64.0,224.0,224.0,224,44,No
920,11,109.72727272727273,64.0,47.0,64.0,162.0,224.0,224,32,No
925,16,111.6875,64.0,55.5,64.0,224.0,224.0,224,44,No
930,30,101.33333333333333,64.0,46.8,64.0,181.75,210.50000000000003,224,32,No
935,19,124.21052631578948,64.0,44.0,57.0,216.5,223.2,224,44,Yes
940,14,80.71428571428571,60.5,44.9,50.75,64.0,177.0000000000001,223,32,Yes
945,9,77.66666666666667,64.0,46.4,64.0,64.0,96.00000000000003,224,44,No
950,12,112.16666666666667,60.5,44.3,50.0,223.0,223.9,224,32,Yes
955,20,89.9,64.0,47.6,56.0,64.0,223.1,224,44,Yes
960,22,114.68181818181819,64.0,47.8,64.0,209.0,224.0,224,32,No
965,17,118.52941176470588,64.0,58.8,64.0,224.0,224.0,224,44,No
970,40,92.125,64.0,40.8,49.0,64.0,224.0,255,32,No
975,13,118.61538461538461,64.0,44.0,56.0,223.0,224.0,224,44,Yes
980,16,102.375,64.0,39.5,59.75,131.0,224.0,224,32,No
985,8,101.5,64.0,58.0,64.0,104.0,224.0,224,44,No
990,21,102.80952380952381,64.0,44.0,51.0,209.0,223.0,224,32,Yes
995,13,110.38461538461539,64.0,50.400000000000006,64.0,224.0,224.0,224,44,No
1000,21,101.14285714285714,64.0,32.0,64.0,100.0,224.0,224,32,No
1005,156,62.27564102564103,64.0,44.5,64.0,64.0,64.0,224,18,Yes
1010,14,79.85714285714286,56.0,44.0,48.0,64.0,186.10000000000014,224,32,Yes
1015,22,104.54545454545455,64.0,48.2,64.0,183.25,224.0,224,44,No
1020,21,117.9047619047619,64.0,55.0,64.0,209.0,224.0,224,32,No
1025,13,110.38461538461539,64.0,50.400000000000006,64.0,224.0,224.0,224,44,No
1030,27,103.44444444444444,64.0,41.4,57.5,162.0,224.0,255,32,No
1035,13,93.53846153846153,64.0,44.6,56.0,64.0,220.4,224,44,Yes
1040,12,116.25,64.0,48.7,64.0,224.0,224.0,224,32,No
1045,49,67.34693877551021,64.0,44.0,48.0,64.0,64.0,224,39,No
1050,22,116.13636363636364,64.0,48.0,56.25,209.75,223.0,224,32,Yes
1055,13,80.07692307692308,57.0,48.800000000000004,56.0,64.0,180.8000000000001,210,44,Yes
1060,19,104.42105263157895,64.0,44.0,60.0,162.0,224.0,224,32,No
1065,40,105.225,64.0,56.0,64.0,224.0,224.0,224,22,No
1070,20,101.65,64.0,46.6,64.0,131.0,224.0,224,32,No
1075,26,81.76923076923077,64.0,48.0,56.0,64.0,210.0,223,44,Yes
1080,49,100.06122448979592,64.0,43.8,56.0,209.0,210.0,224,32,Yes
1085,26,83.11538461538461,64.0,44.5,50.75,64.0,224.0,224,39,No
1090,23,92.47826086956522,57.0,35.2,45.5,82.0,224.0,255,32,Yes
1095,19,101.21052631578948,64.0,43.8,64.0,137.0,224.0,224,43,No
1100,19,104.73684210526316,64.0,50.2,64.0,162.0,224.0,224,32,No
1105,16,98.375,64.0,51.5,56.75,100.5,216.5,223,44,Yes
1110,14,118.07142857142857,64.0,52.1,64.0,209.0,224.0,224,32,No
1115,30,86.16666666666667,64.0,42.800000000000004,48.0,64.0,224.0,224,22,No
1120,16,98.875,64.0,49.0,54.75,103.75,223.0,224,44,Yes
1125,25,77.92,64.0,42.2,47.0,64.0,174.40000000000018,224,32,No
1130,15,138.66666666666666,64.0,64.0,64.0,224.0,224.0,224,64,No
1135,19,73.05263157894737,57.0,44.0,47.0,64.0,121.99999999999991,224,32,Yes
1140,23,107.34782608695652,64.0,50.2,56.0,209.0,210.0,223,44,Yes
1145,19,98.6842105263158,64.0,44.0,47.0,155.0,223.0,224,32,Yes
1150,24,105.08333333333333,64.0,33.0,43.75,210.0,223.7,255,32,Yes
1155,16,110.625,64.0,47.0,64.0,224.0,224.0,224,44,No
1160,18,108.38888888888889,64.0,32.0,64.0,193.0,224.0,224,32,No
1165,44,76.3409090909091,64.0,44.3,55.0,64.0,166.20000000000041,224,39,Yes
1170,20,105.7,64.0,43.6,56.0,209.0,224.0,224,32,Yes
1175,136,67.25735294117646,64.0,64.0,64.0,64.0,64.0,224,44,No
1180,38,79.76315789473684,64.0,60.1,64.0,64.0,137.20000000000053,224,32,No
1185,12,100.91666666666667,64.0,48.7,64.0,104.0,224.0,224,44,No
1190,13,93.92307692307692,57.0,44.0,47.0,100.0,220.4,224,32,Yes
1195,26,82.5,57.0,47.5,56.0,64.0,223.0,224,44,Yes
1200,40,126.8,64.0,45.0,49.25,224.0,255.0,255,32,No
1205,26,68.46153846153847,60.5,44.0,45.0,64.0,64.0,255,39,Yes
1210,21,106.0,64.0,33.0,49.0,209.0,224.0,255,32,No
1215,13,97.07692307692308,64.0,47.8,64.0,64.0,224.0,224,44,No
1220,15,95.4,64.0,38.0,64.0,100.0,224.0,224,32,No
1225,13,110.38461538461539,64.0,50.400000000000006,64.0,224.0,224.0,224,44,No
1230,15,110.46666666666667,64.0,44.0,45.5,209.0,224.0,224,32,Yes
1235,12,85.91666666666667,64.0,47.4,55.5,64.0,208.00000000000006,224,44,No
1240,17,104.52941176470588,64.0,45.8,57.0,210.0,215.6,224,32,Yes
1245,15,89.4,64.0,45.2,57.0,64.0,217.79999999999998,223,39,Yes
1250,17,108.94117647058823,64.0,47.6,64.0,224.0,224.0,224,32,No
1255,18,105.66666666666667,64.0,49.8,64.0,184.0,224.0,224,44,No
1260,36,107.88888888888889,64.0,48.5,64.0,207.5,224.0,224,32,No
1265,15,92.6,64.0,48.2,64.0,64.0,224.0,224,44,No
1270,23,114.6086956521739,64.0,35.2,48.0,215.0,223.8,255,32,Yes
1275,20,108.45,64.0,50.6,64.0,210.25,224.0,224,44,No
1280,16,98.0,57.0,39.5,56.0,127.5,210.0,224,32,Yes
1285,29,83.41379310344827,64.0,43.0,45.0,64.0,212.79999999999998,224,39,Yes
1290,19,120.63157894736842,64.0,60.6,64.0,216.0,224.0,224,32,No
1295,18,115.5,64.0,60.1,64.0,224.0,224.0,224,44,No
1300,22,85.68181818181819,56.5,43.0,47.0,91.0,221.70000000000002,224,32,Yes
1305,44,69.45454545454545,64.0,33.0,33.0,64.0,166.20000000000041,224,33,Yes
1310,22,95.36363636363636,64.0,47.0,56.25,91.0,221.8,224,32,Yes
1315,14,116.35714285714286,64.0,46.1,64.0,220.5,224.0,224,44,No
1320,41,76.78048780487805,64.0,47.0,50.0,64.0,128.0,210,32,Yes
1325,16,108.5625,64.0,42.5,59.25,224.0,224.0,224,39,No
1330,20,120.15,64.0,45.6,64.0,224.0,227.10000000000005,255,32,No
1335,210,66.4095238095238,64.0,64.0,64.0,64.0,64.0,224,22,No
1340,20,101.9,64.0,47.9,64.0,131.0,224.0,224,32,No
1345,13,105.53846153846153,64.0,44.6,57.0,210.0,220.4,224,44,Yes
1350,20,124.6,64.0,46.300000000000004,64.0,223.25,224.0,224,32,No
1355,15,94.06666666666666,64.0,36.800000000000004,55.5,100.0,224.0,224,32,No
1360,27,80.62962962962963,64.0,44.6,49.0,64.0,215.20000000000002,224,39,Yes
1365,16,111.0625,64.0,45.5,64.0,213.5,224.0,224,32,No
1370,12,93.41666666666667,57.0,44.0,46.25,100.5,210.0,224,44,Yes
1375,17,86.76470588235294,64.0,44.0,49.0,64.0,215.20000000000002,224,44,Yes
1380,27,114.70370370370371,64.0,50.6,64.0,209.0,224.0,224,32,No
1385,18,104.05555555555556,64.0,46.1,64.0,184.0,224.0,224,22,No
1390,21,108.38095238095238,64.0,33.0,64.0,224.0,224.0,255,32,No
1395,13,132.76923076923077,64.0,49.0,57.0,224.0,224.0,224,44,Yes
1400,30,81.43333333333334,64.0,38.300000000000004,48.25,64.0,223.1,224,32,No
1405,17,107.94117647058823,64.0,47.6,64.0,224.0,224.0,224,44,No
1410,18,128.0,82.0,44.0,56.25,210.0,223.3,224,32,Yes
1415,17,99.47058823529412,64.0,39.2,56.0,100.0,224.0,224,32,No
1420,16,101.1875,64.0,50.0,64.0,104.0,224.0,224,47,No
1425,22,113.4090909090909,64.0,48.7,64.0,224.0,224.0,224,32,No
1430,13,123.92307692307692,64.0,64.0,64.0,224.0,224.0,224,47,No
1435,20,98.8,64.0,44.0,57.0,127.0,223.0,223,32,Yes
1440,30,86.93333333333334,64.0,44.6,57.25,64.0,210.40000000000003,224,39,No
1445,28,69.71428571428571,64.0,44.0,46.25,64.0,100.0,210,32,Yes
1450,21,114.47619047619048,64.0,33.0,49.0,224.0,224.0,255,32,No
1455,18,115.27777777777777,64.0,58.900000000000006,64.0,224.0,224.0,224,44,No
1460,18,115.88888888888889,64.0,49.8,64.0,224.0,224.0,224,32,No
1465,34,69.41176470588235,64.0,48.9,55.0,64.0,64.0,224,44,No
1470,15,126.26666666666667,64.0,64.0,64.0,216.5,224.0,224,32,No
1475,15,87.13333333333334,57.0,44.0,47.0,64.0,217.79999999999998,223,44,Yes
1480,29,89.89655172413794,64.0,43.4,49.0,64.0,212.6,224,32,Yes
1485,17,97.70588235294117,64.0,47.0,64.0,64.0,224.0,224,44,No
1490,154,68.18181818181819,64.0,64.0,64.0,64.0,64.0,224,32,No
1495,14,69.35714285714286,56.0,35.6,44.0,64.0,100.0,224,32,Yes
1500,19,123.36842105263158,64.0,62.2,64.0,216.5,224.0,224,47,No
1505,32,94.28125,64.0,50.1,55.0,128.0,224.0,224,44,No
1510,25,104.4,64.0,47.8,55.0,128.0,224.0,255,32,No
1515,20,107.2,64.0,54.2,61.75,152.0,224.0,224,44,No
1520,24,94.0,64.0,42.2,64.0,73.0,224.0,224,32,No
1525,20,79.1,60.5,44.0,50.25,64.0,210.0,210,44,Yes
1530,14,104.92857142857143,64.0,42.1,64.0,181.75,219.50000000000003,224,32,No
1535,55,62.70909090909091,64.0,44.0,44.0,64.0,64.0,224,43,Yes
1540,15,103.86666666666666,64.0,47.8,64.0,155.0,224.0,224,32,No
1545,16,106.4375,64.0,45.5,54.75,210.0,224.0,224,44,Yes
1550,15,104.73333333333333,64.0,47.4,64.0,162.0,224.0,224,32,No
1555,22,106.31818181818181,64.0,44.3,64.0,193.0,224.0,224,32,No
1560,32,88.09375,64.0,44.0,53.25,64.0,209.9,224,39,Yes
1565,22,104.27272727272727,64.0,47.3,64.0,182.5,224.0,224,32,No
1570,14,117.57142857142857,64.0,44.0,47.5,223.75,245.70000000000005,255,33,Yes
1575,37,70.1891891891892,64.0,44.0,44.0,64.0,78.39999999999995,224,32,Yes
1580,15,115.33333333333333,64.0,56.2,64.0,224.0,224.0,224,47,No
1585,18,119.22222222222223,64.0,44.0,48.0,219.75,223.0,224,32,Yes
1590,18,115.22222222222223,64.0,44.0,49.5,209.75,210.0,223,44,Yes
1595,18,106.77777777777777,64.0,40.400000000000006,64.0,192.25,224.0,224,32,No
1600,26,91.07692307692308,64.0,47.5,64.0,64.0,224.0,224,39,No
1605,44,66.06818181818181,64.0,33.0,33.0,64.0,89.2000000000001,223,22,Yes
1610,15,86.86666666666666,57.0,44.0,47.5,64.0,217.79999999999998,224,44,Yes
1615,16,100.6875,64.0,44.0,59.75,131.0,224.0,224,32,No
1620,21,116.57142857142857,64.0,55.0,64.0,209.0,224.0,224,40,No
1625,17,94.76470588235294,64.0,44.0,50.0,100.0,215.20000000000002,224,32,Yes
1630,17,139.23529411764707,64.0,48.2,64.0,224.0,236.4,255,33,No
1635,18,99.61111111111111,64.0,59.5,64.0,91.0,224.0,224,44,No
1640,36,76.75,64.0,40.0,47.0,64.0,162.0,224,32,No
1645,25,75.32,64.0,44.0,44.0,64.0,151.6000000000002,224,44,Yes
1650,28,128.32142857142858,64.0,58.900000000000006,64.0,209.25,224.0,224,32,No
1655,14,89.28571428571429,60.5,44.0,47.0,64.0,223.7,224,22,Yes
1660,102,72.97058823529412,64.0,64.0,64.0,64.0,64.0,224,32,No
1665,14,107.35714285714286,64.0,54.9,64.0,184.0,224.0,224,44,No
1670,20,97.55,64.0,46.7,54.0,127.5,211.40000000000003,224,32,Yes
1675,29,78.41379310344827,64.0,44.0,48.0,64.0,223.0,224,39,Yes
1680,25,91.28,64.0,44.0,57.0,100.0,209.6,210,32,Yes
1685,17,97.05882352941177,64.0,48.8,64.0,64.0,224.0,224,44,No
1690,24,116.16666666666667,64.0,37.2,64.0,224.0,224.0,255,32,No
1695,16,99.9375,64.0,48.0,60.75,104.0,224.0,224,44,No
1700,15,90.26666666666667,57.0,36.800000000000004,45.5,100.0,217.79999999999998,224,32,Yes
1705,15,125.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,44,No
1710,21,105.38095238095238,64.0,40.0,64.0,209.0,224.0,224,32,No
1715,34,83.88235294117646,64.0,41.9,54.25,64.0,224.0,224,32,No
1720,31,135.83870967741936,64.0,45.0,45.0,255.0,255.0,255,44,Yes
1725,29,116.3103448275862,64.0,46.4,64.0,220.0,224.0,255,32,Yes
1730,12,101.25,64.0,49.6,64.0,104.0,224.0,224,47,No
1735,17,98.94117647058823,64.0,45.8,64.0,100.0,224.0,224,32,No
1740,20,116.75,64.0,49.7,56.75,209.25,223.0,224,44,Yes
1745,14,61.07142857142857,60.0,32.0,44.75,64.0,100.0,100,32,Yes
1750,28,94.0,64.0,44.0,54.5,64.0,224.0,255,33,Yes
1755,31,96.0,64.0,44.0,57.5,82.0,224.0,224,32,No
1760,20,99.15,64.0,48.0,48.0,104.0,224.0,224,47,No
1765,93,87.9247311827957,64.0,55.0,64.0,64.0,210.0,224,32,No
1770,41,131.5121951219512,64.0,57.0,64.0,210.0,210.0,224,47,Yes
1775,18,105.88888888888889,64.0,46.1,64.0,193.0,224.0,224,32,No
1780,14,107.42857142857143,64.0,53.5,64.0,184.0,224.0,224,47,No
